id,worker_type,spouse_type,birth_yr,claim_age,year_at_65,awi_at_65,real_career_avg_earn,ben_at_65_pb,real_ben_at_65_pb,rep_rate_awi_pb,rep_rate_career_pb
R-low-1995-44-65,low,medium,1995,65,2060,255531.48,39090.802860073425,40202.89461,20165.77956963428,0.15733049646172753,0.5158701815825637
R-low-2000-44-65,low,medium,2000,65,2065,304175.68,42192.15820300589,46948.73560398,21277.301499166297,0.15434743370666584,0.504295167760592
R-low-2005-44-65,low,medium,2005,65,2070,362245.73,45499.631196843664,54880.201062984,22472.08120512016,0.15149992537657794,0.493895897922774
R-low-2010-44-65,low,medium,2010,65,2075,431340.48,48998.80982355487,64323.3351744,23797.48770332787,0.14912427225564362,0.4856748110622039
R-low-1930-44-65,low,high,1930,65,1995,24705.66,16440.86850937577,6228,12161.277335564157,0.252087983077562,0.7396979866744217
R-low-1935-44-65,low,high,1935,65,2000,32154.82,17404.185923657984,7164,12876.551574236548,0.22279707987791567,0.7398537128204945
R-low-1940-44-65,low,high,1940,65,2005,36952.94,18538.830370060983,9012,14443.587443399503,0.2438777537051179,0.7790991748176825
R-low-1945-44-65,low,high,1945,65,2010,41673.83,19695.308808860376,10188,14857.155129481349,0.24446997072263335,0.7543499456478451
R-low-1950-44-65,low,high,1950,65,2015,48098.63,20830.567464460608,11136,14957.354325808074,0.23152426586786362,0.7180483369609145
R-low-1955-44-65,low,high,1955,65,2020,55628.6,22092.13022264915,12888,15986.35695449572,0.23167938794073553,0.7236222488905254
R-low-1960-44-65,low,high,1960,65,2025,72255.52,23539.70329221506,15204,15518.7228,0.2104199097868232,0.6592573664737855
R-low-1965-44-65,low,high,1965,65,2030,88030.45,25154.864377978556,18384,16950.713175113582,0.2088368286200968,0.6738542860104954
R-low-1970-44-65,low,high,1970,65,2035,106494.41,26970.821728901054,17838.877313808,14861.082232275265,0.16750998774309372,0.5510059123022794
R-low-1975-44-65,low,high,1975,65,2040,127479.7,28991.257106845605,21144.054989567998,15914.982040958335,0.16586213326175067,0.5489579835156712
R-low-1980-44-65,low,high,1980,65,2045,152129.95,31143.025695651057,25085.071923228,17059.573865873263,0.16489239576577785,0.5477815172035623
R-low-1985-44-65,low,high,1985,65,2050,180927.92,33532.02944107897,29602.70709,18189.435058383962,0.1636160250446697,0.5424495731863068
R-low-1990-44-65,low,high,1990,65,2055,214968.38,36190.49084211598,34612.390441176,19215.61689276353,0.16101154244720084,0.5309576202376822
R-low-1995-44-65,low,high,1995,65,2060,255531.48,39090.802860073425,40202.89461,20165.77956963428,0.15733049646172753,0.5158701815825637
R-low-2000-44-65,low,high,2000,65,2065,304175.68,42192.15820300589,46948.73560398,21277.301499166297,0.15434743370666584,0.504295167760592
R-low-2005-44-65,low,high,2005,65,2070,362245.73,45499.631196843664,54880.201062984,22472.08120512016,0.15149992537657794,0.493895897922774
R-low-2010-44-65,low,high,2010,65,2075,431340.48,48998.80982355487,64323.3351744,23797.48770332787,0.14912427225564362,0.4856748110622039
R-low-1930-44-65,low,max,1930,65,1995,24705.66,16440.86850937577,6228,12161.277335564157,0.252087983077562,0.7396979866744217
R-low-1935-44-65,low,max,1935,65,2000,32154.82,17404.185923657984,7164,12876.551574236548,0.22279707987791567,0.7398537128204945
R-low-1940-44-65,low,max,1940,65,2005,36952.94,18538.830370060983,9012,14443.587443399503,0.2438777537051179,0.7790991748176825
R-low-1945-44-65,low,max,1945,65,2010,41673.83,19695.308808860376,10188,14857.155129481349,0.24446997072263335,0.7543499456478451
R-low-1950-44-65,low,max,1950,65,2015,48098.63,20830.567464460608,11136,14957.354325808074,0.23152426586786362,0.7180483369609145
R-low-1955-44-65,low,max,1955,65,2020,55628.6,22092.13022264915,12888,15986.35695449572,0.23167938794073553,0.7236222488905254
R-low-1960-44-65,low,max,1960,65,2025,72255.52,23539.70329221506,15204,15518.7228,0.2104199097868232,0.6592573664737855
R-low-1965-44-65,low,max,1965,65,2030,88030.45,25154.864377978556,18384,16950.713175113582,0.2088368286200968,0.6738542860104954
R-low-1970-44-65,low,max,1970,65,2035,106494.41,26970.821728901054,17838.877313808,14861.082232275265,0.16750998774309372,0.5510059123022794
R-low-1975-44-65,low,max,1975,65,2040,127479.7,28991.257106845605,21144.054989567998,15914.982040958335,0.16586213326175067,0.5489579835156712
R-low-1980-44-65,low,max,1980,65,2045,152129.95,31143.025695651057,25085.071923228,17059.573865873263,0.16489239576577785,0.5477815172035623
R-low-1985-44-65,low,max,1985,65,2050,180927.92,33532.02944107897,29602.70709,18189.435058383962,0.1636160250446697,0.5424495731863068
R-low-1990-44-65,low,max,1990,65,2055,214968.38,36190.49084211598,34612.390441176,19215.61689276353,0.16101154244720084,0.5309576202376822
R-low-1995-44-65,low,max,1995,65,2060,255531.48,39090.802860073425,40202.89461,20165.77956963428,0.15733049646172753,0.5158701815825637
R-low-2000-44-65,low,max,2000,65,2065,304175.68,42192.15820300589,46948.73560398,21277.301499166297,0.15434743370666584,0.504295167760592
R-low-2005-44-65,low,max,2005,65,2070,362245.73,45499.631196843664,54880.201062984,22472.08120512016,0.15149992537657794,0.493895897922774
R-low-2010-44-65,low,max,2010,65,2075,431340.48,48998.80982355487,64323.3351744,23797.48770332787,0.14912427225564362,0.4856748110622039
R-medium-1930-44-65,medium,none,1930,65,1995,24705.66,36536.859677992885,10284,20081.338490517308,0.4162608892051457,0.5496186226046358
R-medium-1935-44-65,medium,none,1935,65,2000,32154.82,38677.37664158795,11832,21266.80042244093,0.3679697165152845,0.5498511602664837
R-medium-1940-44-65,medium,none,1940,65,2005,36952.94,41198.91334041305,14856,23809.80193732168,0.4020248456550412,0.5779230568677657
R-medium-1945-44-65,medium,none,1945,65,2010,41673.83,43768.97650458081,16824,24534.430496505127,0.4037065947622285,0.5605438476254382
R-medium-1950-44-65,medium,none,1950,65,2015,48098.63,46292.24327328239,18372,24676.41106984069,0.38196514121088276,0.5330571457547555
R-medium-1955-44-65,medium,none,1955,65,2020,55628.6,49095.888149526676,21252,26361.115611184287,0.3820337020884941,0.5369312299820047
R-medium-1960-44-65,medium,none,1960,65,2025,72255.52,52313.001178224324,25116,25635.9012,0.3475997404765753,0.49004837464135276
R-medium-1965-44-65,medium,none,1965,65,2030,88030.45,55902.19533421282,30336,27970.889625774886,0.34460803051671324,0.500354046179227
R-medium-1970-44-65,medium,none,1970,65,2035,106494.41,59937.86401636532,29435.103563352,24521.582097093,0.27640045673150354,0.40911671611116596
R-medium-1975-44-65,medium,none,1975,65,2040,127479.7,64427.94409826308,34877.854109952,26252.316410495296,0.27359535761342396,0.40746785851890993
R-medium-1980-44-65,medium,none,1980,65,2045,152129.95,69209.8959903163,41384.331910368,28144.19146476537,0.2720327713929308,0.4066498159266594
R-medium-1985-44-65,medium,none,1985,65,2050,180927.92,74519.3002043075,48835.74111,30007.206393244658,0.2699182144469466,0.40267697510543893
R-medium-1990-44-65,medium,none,1990,65,2055,214968.38,80427.41961701309,57106.380680928,31703.51193056002,0.26565014203915943,0.3941878538628842
R-medium-1995-44-65,medium,none,1995,65,2060,255531.48,86872.98562219726,66319.330428,33265.78873462832,0.2595348738558553,0.38292443268035264
R-medium-2000-44-65,medium,none,2000,65,2065,304175.68,93765.13403431384,77441.570898384,35096.74182651032,0.25459488049269424,0.3743048222345257
R-medium-2005-44-65,medium,none,2005,65,2070,362245.73,101115.3965763477,90527.641623132,37068.82399224987,0.24990671835698935,0.3665992049416615
R-medium-2010-44-65,medium,none,2010,65,2075,431340.48,108891.61384638822,106099.5692736,39253.300350037876,0.24597637873820702,0.3604804719435229
R-medium-1930-44-65,medium,very_low,1930,65,1995,24705.66,36536.859677992885,10284,20081.338490517308,0.4162608892051457,0.5496186226046358
R-medium-1935-44-65,medium,very_low,1935,65,2000,32154.82,38677.37664158795,11832,21266.80042244093,0.3679697165152845,0.5498511602664837
R-medium-1940-44-65,medium,very_low,1940,65,2005,36952.94,41198.91334041305,14856,23809.80193732168,0.4020248456550412,0.5779230568677657
R-medium-1945-44-65,medium,very_low,1945,65,2010,41673.83,43768.97650458081,16824,24534.430496505127,0.4037065947622285,0.5605438476254382
R-medium-1950-44-65,medium,very_low,1950,65,2015,48098.63,46292.24327328239,18372,24676.41106984069,0.38196514121088276,0.5330571457547555
R-medium-1955-44-65,medium,very_low,1955,65,2020,55628.6,49095.888149526676,21252,26361.115611184287,0.3820337020884941,0.5369312299820047
R-medium-1960-44-65,medium,very_low,1960,65,2025,72255.52,52313.001178224324,25116,25635.9012,0.3475997404765753,0.49004837464135276
R-medium-1965-44-65,medium,very_low,1965,65,2030,88030.45,55902.19533421282,30336,27970.889625774886,0.34460803051671324,0.500354046179227
R-medium-1970-44-65,medium,very_low,1970,65,2035,106494.41,59937.86401636532,29435.103563352,24521.582097093,0.27640045673150354,0.40911671611116596
R-medium-1975-44-65,medium,very_low,1975,65,2040,127479.7,64427.94409826308,34877.854109952,26252.316410495296,0.27359535761342396,0.40746785851890993
R-medium-1980-44-65,medium,very_low,1980,65,2045,152129.95,69209.8959903163,41384.331910368,28144.19146476537,0.2720327713929308,0.4066498159266594
R-medium-1985-44-65,medium,very_low,1985,65,2050,180927.92,74519.3002043075,48835.74111,30007.206393244658,0.2699182144469466,0.40267697510543893
R-medium-1990-44-65,medium,very_low,1990,65,2055,214968.38,80427.41961701309,57106.380680928,31703.51193056002,0.26565014203915943,0.3941878538628842
R-medium-1995-44-65,medium,very_low,1995,65,2060,255531.48,86872.98562219726,66319.330428,33265.78873462832,0.2595348738558553,0.38292443268035264
R-medium-2000-44-65,medium,very_low,2000,65,2065,304175.68,93765.13403431384,77441.570898384,35096.74182651032,0.25459488049269424,0.3743048222345257
R-medium-2005-44-65,medium,very_low,2005,65,2070,362245.73,101115.3965763477,90527.641623132,37068.82399224987,0.24990671835698935,0.3665992049416615
R-medium-2010-44-65,medium,very_low,2010,65,2075,431340.48,108891.61384638822,106099.5692736,39253.300350037876,0.24597637873820702,0.3604804719435229
R-medium-1930-44-65,medium,low,1930,65,1995,24705.66,36536.859677992885,10284,20081.338490517308,0.4162608892051457,0.5496186226046358
R-medium-1935-44-65,medium,low,1935,65,2000,32154.82,38677.37664158795,11832,21266.80042244093,0.3679697165152845,0.5498511602664837
R-medium-1940-44-65,medium,low,1940,65,2005,36952.94,41198.91334041305,14856,23809.80193732168,0.4020248456550412,0.5779230568677657
R-medium-1945-44-65,medium,low,1945,65,2010,41673.83,43768.97650458081,16824,24534.430496505127,0.4037065947622285,0.5605438476254382
R-medium-1950-44-65,medium,low,1950,65,2015,48098.63,46292.24327328239,18372,24676.41106984069,0.38196514121088276,0.5330571457547555
R-medium-1955-44-65,medium,low,1955,65,2020,55628.6,49095.888149526676,21252,26361.115611184287,0.3820337020884941,0.5369312299820047
R-medium-1960-44-65,medium,low,1960,65,2025,72255.52,52313.001178224324,25116,25635.9012,0.3475997404765753,0.49004837464135276
R-medium-1965-44-65,medium,low,1965,65,2030,88030.45,55902.19533421282,30336,27970.889625774886,0.34460803051671324,0.500354046179227
R-medium-1970-44-65,medium,low,1970,65,2035,106494.41,59937.86401636532,29435.103563352,24521.582097093,0.27640045673150354,0.40911671611116596
R-medium-1975-44-65,medium,low,1975,65,2040,127479.7,64427.94409826308,34877.854109952,26252.316410495296,0.27359535761342396,0.40746785851890993
R-medium-1980-44-65,medium,low,1980,65,2045,152129.95,69209.8959903163,41384.331910368,28144.19146476537,0.2720327713929308,0.4066498159266594
R-medium-1985-44-65,medium,low,1985,65,2050,180927.92,74519.3002043075,48835.74111,30007.206393244658,0.2699182144469466,0.40267697510543893
R-medium-1990-44-65,medium,low,1990,65,2055,214968.38,80427.41961701309,57106.380680928,31703.51193056002,0.26565014203915943,0.3941878538628842
R-medium-1995-44-65,medium,low,1995,65,2060,255531.48,86872.98562219726,66319.330428,33265.78873462832,0.2595348738558553,0.38292443268035264
R-medium-2000-44-65,medium,low,2000,65,2065,304175.68,93765.13403431384,77441.570898384,35096.74182651032,0.25459488049269424,0.3743048222345257
R-medium-2005-44-65,medium,low,2005,65,2070,362245.73,101115.3965763477,90527.641623132,37068.82399224987,0.24990671835698935,0.3665992049416615
R-medium-2010-44-65,medium,low,2010,65,2075,431340.48,108891.61384638822,106099.5692736,39253.300350037876,0.24597637873820702,0.3604804719435229
R-medium-1930-44-65,medium,medium,1930,65,1995,24705.66,36536.859677992885,10284,20081.338490517308,0.4162608892051457,0.5496186226046358
R-medium-1935-44-65,medium,medium,1935,65,2000,32154.82,38677.37664158795,11832,21266.80042244093,0.3679697165152845,0.5498511602664837
R-medium-1940-44-65,medium,medium,1940,65,2005,36952.94,41198.91334041305,14856,23809.80193732168,0.4020248456550412,0.5779230568677657
R-medium-1945-44-65,medium,medium,1945,65,2010,41673.83,43768.97650458081,16824,24534.430496505127,0.4037065947622285,0.5605438476254382
R-medium-1950-44-65,medium,medium,1950,65,2015,48098.63,46292.24327328239,18372,24676.41106984069,0.38196514121088276,0.5330571457547555
R-medium-1955-44-65,medium,medium,1955,65,2020,55628.6,49095.888149526676,21252,26361.115611184287,0.3820337020884941,0.5369312299820047
R-medium-1960-44-65,medium,medium,1960,65,2025,72255.52,52313.001178224324,25116,25635.9012,0.3475997404765753,0.49004837464135276
R-medium-1965-44-65,medium,medium,1965,65,2030,88030.45,55902.19533421282,30336,27970.889625774886,0.34460803051671324,0.500354046179227
R-medium-1970-44-65,medium,medium,1970,65,2035,106494.41,59937.86401636532,29435.103563352,24521.582097093,0.27640045673150354,0.40911671611116596
R-medium-1975-44-65,medium,medium,1975,65,2040,127479.7,64427.94409826308,34877.854109952,26252.316410495296,0.27359535761342396,0.40746785851890993
R-medium-1980-44-65,medium,medium,1980,65,2045,152129.95,69209.8959903163,41384.331910368,28144.19146476537,0.2720327713929308,0.4066498159266594
R-medium-1985-44-65,medium,medium,1985,65,2050,180927.92,74519.3002043075,48835.74111,30007.206393244658,0.2699182144469466,0.40267697510543893
R-medium-1990-44-65,medium,medium,1990,65,2055,214968.38,80427.41961701309,57106.380680928,31703.51193056002,0.26565014203915943,0.3941878538628842
R-medium-1995-44-65,medium,medium,1995,65,2060,255531.48,86872.98562219726,66319.330428,33265.78873462832,0.2595348738558553,0.38292443268035264
R-medium-2000-44-65,medium,medium,2000,65,2065,304175.68,93765.13403431384,77441.570898384,35096.74182651032,0.25459488049269424,0.3743048222345257
R-medium-2005-44-65,medium,medium,2005,65,2070,362245.73,101115.3965763477,90527.641623132,37068.82399224987,0.24990671835698935,0.3665992049416615
R-medium-2010-44-65,medium,medium,2010,65,2075,431340.48,108891.61384638822,106099.5692736,39253.300350037876,0.24597637873820702,0.3604804719435229
R-medium-1930-44-65,medium,high,1930,65,1995,24705.66,36536.859677992885,10284,20081.338490517308,0.4162608892051457,0.5496186226046358
R-medium-1935-44-65,medium,high,1935,65,2000,32154.82,38677.37664158795,11832,21266.80042244093,0.3679697165152845,0.5498511602664837
R-medium-1940-44-65,medium,high,1940,65,2005,36952.94,41198.91334041305,14856,23809.80193732168,0.4020248456550412,0.5779230568677657
R-medium-1945-44-65,medium,high,1945,65,2010,41673.83,43768.97650458081,16824,24534.430496505127,0.4037065947622285,0.5605438476254382
R-medium-1950-44-65,medium,high,1950,65,2015,48098.63,46292.24327328239,18372,24676.41106984069,0.38196514121088276,0.5330571457547555
R-medium-1955-44-65,medium,high,1955,65,2020,55628.6,49095.888149526676,21252,26361.115611184287,0.3820337020884941,0.5369312299820047
R-medium-1960-44-65,medium,high,1960,65,2025,72255.52,52313.001178224324,25116,25635.9012,0.3475997404765753,0.49004837464135276
R-medium-1965-44-65,medium,high,1965,65,2030,88030.45,55902.19533421282,30336,27970.889625774886,0.34460803051671324,0.500354046179227
R-medium-1970-44-65,medium,high,1970,65,2035,106494.41,59937.86401636532,29435.103563352,24521.582097093,0.27640045673150354,0.40911671611116596
R-medium-1975-44-65,medium,high,1975,65,2040,127479.7,64427.94409826308,34877.854109952,26252.316410495296,0.27359535761342396,0.40746785851890993
R-medium-1980-44-65,medium,high,1980,65,2045,152129.95,69209.8959903163,41384.331910368,28144.19146476537,0.2720327713929308,0.4066498159266594
R-medium-1985-44-65,medium,high,1985,65,2050,180927.92,74519.3002043075,48835.74111,30007.206393244658,0.2699182144469466,0.40267697510543893
R-medium-1990-44-65,medium,high,1990,65,2055,214968.38,80427.41961701309,57106.380680928,31703.51193056002,0.26565014203915943,0.3941878538628842
R-medium-1995-44-65,medium,high,1995,65,2060,255531.48,86872.98562219726,66319.330428,33265.78873462832,0.2595348738558553,0.38292443268035264
R-medium-2000-44-65,medium,high,2000,65,2065,304175.68,93765.13403431384,77441.570898384,35096.74182651032,0.25459488049269424,0.3743048222345257
R-medium-2005-44-65,medium,high,2005,65,2070,362245.73,101115.3965763477,90527.641623132,37068.82399224987,0.24990671835698935,0.3665992049416615
R-medium-2010-44-65,medium,high,2010,65,2075,431340.48,108891.61384638822,106099.5692736,39253.300350037876,0.24597637873820702,0.3604804719435229
R-medium-1930-44-65,medium,max,1930,65,1995,24705.66,36536.859677992885,10284,20081.338490517308,0.4162608892051457,0.5496186226046358
R-medium-1935-44-65,medium,max,1935,65,2000,32154.82,38677.37664158795,11832,21266.80042244093,0.3679697165152845,0.5498511602664837
R-medium-1940-44-65,medium,max,1940,65,2005,36952.94,41198.91334041305,14856,23809.80193732168,0.4020248456550412,0.5779230568677657
R-medium-1945-44-65,medium,max,1945,65,2010,41673.83,43768.97650458081,16824,24534.430496505127,0.4037065947622285,0.5605438476254382
R-medium-1950-44-65,medium,max,1950,65,2015,48098.63,46292.24327328239,18372,24676.41106984069,0.38196514121088276,0.5330571457547555
R-medium-1955-44-65,medium,max,1955,65,2020,55628.6,49095.888149526676,21252,26361.115611184287,0.3820337020884941,0.5369312299820047
R-medium-1960-44-65,medium,max,1960,65,2025,72255.52,52313.001178224324,25116,25635.9012,0.3475997404765753,0.49004837464135276
R-medium-1965-44-65,medium,max,1965,65,2030,88030.45,55902.19533421282,30336,27970.889625774886,0.34460803051671324,0.500354046179227
R-medium-1970-44-65,medium,max,1970,65,2035,106494.41,59937.86401636532,29435.103563352,24521.582097093,0.27640045673150354,0.40911671611116596
R-medium-1975-44-65,medium,max,1975,65,2040,127479.7,64427.94409826308,34877.854109952,26252.316410495296,0.27359535761342396,0.40746785851890993
R-medium-1980-44-65,medium,max,1980,65,2045,152129.95,69209.8959903163,41384.331910368,28144.19146476537,0.2720327713929308,0.4066498159266594
R-medium-1985-44-65,medium,max,1985,65,2050,180927.92,74519.3002043075,48835.74111,30007.206393244658,0.2699182144469466,0.40267697510543893
R-medium-1990-44-65,medium,max,1990,65,2055,214968.38,80427.41961701309,57106.380680928,31703.51193056002,0.26565014203915943,0.3941878538628842
R-medium-1995-44-65,medium,max,1995,65,2060,255531.48,86872.98562219726,66319.330428,33265.78873462832,0.2595348738558553,0.38292443268035264
R-medium-2000-44-65,medium,max,2000,65,2065,304175.68,93765.13403431384,77441.570898384,35096.74182651032,0.25459488049269424,0.3743048222345257
R-medium-2005-44-65,medium,max,2005,65,2070,362245.73,101115.3965763477,90527.641623132,37068.82399224987,0.24990671835698935,0.3665992049416615
R-medium-2010-44-65,medium,max,2010,65,2075,431340.48,108891.61384638822,106099.5692736,39253.300350037876,0.24597637873820702,0.3604804719435229
R-high-1930-44-65,high,none,1930,65,1995,24705.66,58458.54728784766,13140,25658.186286016866,0.5318619296145094,0.4389124854519038
R-high-1935-44-65,high,none,1935,65,2000,32154.82,61883.561896774416,15408,27694.29182800624,0.47918165923491407,0.44752258886135254
R-high-1940-44-65,high,none,1940,65,2005,36952.94,65917.97745104661,19620,31445.09383483114,0.5309455756429664,0.47703365683790216
R-high-1945-44-65,high,none,1945,65,2010,41673.83,70029.97168015652,22248,32444.24689052818,0.5338602187511923,0.46329087549412046
R-high-1950-44-65,high,none,1950,65,2015,48098.63,74066.99666287354,24324,32670.859071565694,0.5057108695195685,0.4410987422680543
R-high-1955-44-65,high,none,1955,65,2020,55628.6,78552.78825184671,28140,34905.03450492781,0.5058549019748835,0.4443513117958257
R-high-1960-44-65,high,none,1960,65,2025,72255.52,83699.94059028376,33156,33842.3292,0.45887151597552683,0.4043291902160389
R-high-1965-44-65,high,none,1965,65,2030,88030.45,89442.96304087805,40116,36988.403488514814,0.4557059517473783,0.41354179502763155
R-high-1970-44-65,high,none,1970,65,2035,106494.41,95899.73410273004,38928.139561536,32429.97151651923,0.3655416238423782,0.33816539555552344
R-high-1975-44-65,high,none,1975,65,2040,127479.7,103084.02076458785,46138.4452032,34728.084426991496,0.3619277830368286,0.33689105420421794
R-high-1980-44-65,high,none,1980,65,2045,152129.95,110734.9229416688,54758.08369468799,37239.262315138374,0.3599428231895691,0.3362919422877522
R-high-1985-44-65,high,none,1985,65,2050,180927.92,119229.75854357056,64624.463879999996,39708.614666704794,0.35718347881299906,0.33304281709330086
R-high-1990-44-65,high,none,1990,65,2055,214968.38,128682.4191204447,75554.88411722399,41945.49087966409,0.35146975623681953,0.32596131753168067
R-high-1995-44-65,high,none,1995,65,2060,255531.48,138995.33390717284,87749.106084,44014.9682725146,0.34339841840230406,0.3166650781378727
R-high-2000-44-65,high,none,2000,65,2065,304175.68,150022.57608258395,102463.556300616,46436.77730695241,0.3368565044405128,0.3095319285904679
R-high-2005-44-65,high,none,2005,65,2070,362245.73,161782.98552010785,119781.18969207599,49047.42638455408,0.3306628064106539,0.30316801378633246
R-high-2010-44-65,high,none,2010,65,2075,431340.48,174224.90476777375,140376.8604288,51934.75432871631,0.3254432795846103,0.29809030114231205
R-high-1930-44-65,high,very_low,1930,65,1995,24705.66,58458.54728784766,13140,25658.186286016866,0.5318619296145094,0.4389124854519038
R-high-1935-44-65,high,very_low,1935,65,2000,32154.82,61883.561896774416,15408,27694.29182800624,0.47918165923491407,0.44752258886135254
R-high-1940-44-65,high,very_low,1940,65,2005,36952.94,65917.97745104661,19620,31445.09383483114,0.5309455756429664,0.47703365683790216
R-high-1945-44-65,high,very_low,1945,65,2010,41673.83,70029.97168015652,22248,32444.24689052818,0.5338602187511923,0.46329087549412046
R-high-1950-44-65,high,very_low,1950,65,2015,48098.63,74066.99666287354,24324,32670.859071565694,0.5057108695195685,0.4410987422680543
R-high-1955-44-65,high,very_low,1955,65,2020,55628.6,78552.78825184671,28140,34905.03450492781,0.5058549019748835,0.4443513117958257
R-high-1960-44-65,high,very_low,1960,65,2025,72255.52,83699.94059028376,33156,33842.3292,0.45887151597552683,0.4043291902160389
R-high-1965-44-65,high,very_low,1965,65,2030,88030.45,89442.96304087805,40116,36988.403488514814,0.4557059517473783,0.41354179502763155
R-high-1970-44-65,high,very_low,1970,65,2035,106494.41,95899.73410273004,38928.139561536,32429.97151651923,0.3655416238423782,0.33816539555552344
R-high-1975-44-65,high,very_low,1975,65,2040,127479.7,103084.02076458785,46138.4452032,34728.084426991496,0.3619277830368286,0.33689105420421794
R-high-1980-44-65,high,very_low,1980,65,2045,152129.95,110734.9229416688,54758.08369468799,37239.262315138374,0.3599428231895691,0.3362919422877522
R-high-1985-44-65,high,very_low,1985,65,2050,180927.92,119229.75854357056,64624.463879999996,39708.614666704794,0.35718347881299906,0.33304281709330086
R-high-1990-44-65,high,very_low,1990,65,2055,214968.38,128682.4191204447,75554.88411722399,41945.49087966409,0.35146975623681953,0.32596131753168067
